Ship,Alpha,Initial_Bot_Position,Rat_Position,MyBot_Total,MyBot_Attempt_Count,MyBot_Blocked_Sensing,MyBot_Rat_Chase_Count,MyBot_Ping_Count,Rat_Not_Caught
64,0.18,"(9, 10)","(14, 28)",303,3,7,140,149,False
64,0.2,"(9, 10)","(14, 28)",101,3,7,40,47,False
64,0.3,"(9, 10)","(14, 28)",557,3,7,270,273,False
64,0.4,"(9, 10)","(14, 28)",163,3,7,70,79,False
64,0.5,"(9, 10)","(14, 28)",215,3,7,100,101,False
65,0.02,"(8, 25)","(14, 24)",155,1,7,70,71,False
65,0.04,"(8, 25)","(14, 24)",63,1,7,20,29,False
65,0.06,"(8, 25)","(14, 24)",375,1,7,180,181,False
65,0.08,"(8, 25)","(14, 24)",135,1,7,60,61,False
65,0.1,"(8, 25)","(14, 24)",735,1,7,360,361,False
65,0.12,"(8, 25)","(14, 24)",63,1,7,20,29,False
65,0.14,"(8, 25)","(14, 24)",57,1,7,20,23,False
65,0.16,"(8, 25)","(14, 24)",135,1,7,60,61,False
65,0.18,"(8, 25)","(14, 24)",77,1,7,30,33,False
65,0.2,"(8, 25)","(14, 24)",77,1,7,30,33,False
65,0.3,"(8, 25)","(14, 24)",77,1,7,30,33,False
65,0.4,"(8, 25)","(14, 24)",77,1,7,30,33,False
65,0.5,"(8, 25)","(14, 24)",101,1,7,40,47,False
66,0.02,"(8, 13)","(14, 5)",795,1,11,383,390,False
66,0.04,"(8, 13)","(14, 5)",360,1,11,168,170,False
66,0.06,"(8, 13)","(14, 5)",82,1,11,30,30,False
66,0.08,"(8, 13)","(14, 5)",82,1,11,30,30,False
66,0.1,"(8, 13)","(14, 5)",348,1,11,160,166,False
66,0.12,"(8, 13)","(14, 5)",356,1,11,164,170,False
66,0.14,"(8, 13)","(14, 5)",826,1,11,400,404,False
66,0.16,"(8, 13)","(14, 5)",160,1,11,68,70,False
66,0.18,"(8, 13)","(14, 5)",1018,1,11,496,500,False
66,0.2,"(8, 13)","(14, 5)",197,1,11,85,90,False
66,0.3,"(8, 13)","(14, 5)",116,1,11,44,50,False
66,0.4,"(8, 13)","(14, 5)",496,1,11,234,240,False
66,0.5,"(8, 13)","(14, 5)",279,1,11,127,130,False
67,0.02,"(9, 3)","(15, 1)",266,2,16,114,120,False
67,0.04,"(9, 3)","(15, 1)",151,2,16,59,60,False
67,0.06,"(9, 3)","(15, 1)",232,2,16,100,100,False
67,0.08,"(9, 3)","(15, 1)",88,2,16,26,30,False
67,0.1,"(9, 3)","(15, 1)",445,2,16,203,210,False
67,0.12,"(9, 3)","(15, 1)",288,2,16,126,130,False
67,0.14,"(9, 3)","(15, 1)",189,2,16,77,80,False
67,0.16,"(9, 3)","(15, 1)",107,2,16,35,40,False
67,0.18,"(9, 3)","(15, 1)",207,2,16,85,90,False
67,0.2,"(9, 3)","(15, 1)",109,2,16,37,40,False
67,0.3,"(9, 3)","(15, 1)",111,2,16,39,40,False
67,0.4,"(9, 3)","(15, 1)",358,2,16,160,166,False
67,0.5,"(9, 3)","(15, 1)",222,2,16,90,100,False
68,0.02,"(8, 20)","(14, 14)",478,2,10,228,230,False
68,0.04,"(8, 20)","(14, 14)",572,2,10,272,280,False
68,0.06,"(8, 20)","(14, 14)",212,2,10,92,100,False
68,0.08,"(8, 20)","(14, 14)",242,2,10,110,112,False
68,0.1,"(8, 20)","(14, 14)",224,2,10,100,104,False
68,0.12,"(8, 20)","(14, 14)",228,2,10,100,108,False
68,0.14,"(8, 20)","(14, 14)",228,2,10,100,108,False
68,0.16,"(8, 20)","(14, 14)",113,2,10,43,50,False
68,0.18,"(8, 20)","(14, 14)",202,2,10,90,92,False
68,0.2,"(8, 20)","(14, 14)",342,2,10,160,162,False
68,0.3,"(8, 20)","(14, 14)",231,2,10,101,110,False
68,0.4,"(8, 20)","(14, 14)",231,2,10,101,110,False
68,0.5,"(8, 20)","(14, 14)",546,2,10,260,266,False
69,0.02,"(8, 26)","(14, 26)",151,2,25,50,51,False
69,0.04,"(8, 26)","(14, 26)",395,2,25,170,175,False
69,0.06,"(8, 26)","(14, 26)",151,2,25,50,51,False
69,0.08,"(8, 26)","(14, 26)",151,2,25,50,51,False
69,0.1,"(8, 26)","(14, 26)",235,2,25,90,95,False
69,0.12,"(8, 26)","(14, 26)",793,2,25,370,373,False
69,0.14,"(8, 26)","(14, 26)",191,2,25,70,71,False
69,0.16,"(8, 26)","(14, 26)",191,2,25,70,71,False
69,0.18,"(8, 26)","(14, 26)",219,2,25,80,89,False
69,0.2,"(8, 26)","(14, 26)",151,2,25,50,51,False
69,0.3,"(8, 26)","(14, 26)",451,2,25,200,201,False
69,0.4,"(8, 26)","(14, 26)",131,2,25,40,41,False
69,0.5,"(8, 26)","(14, 26)",71,2,25,10,11,False
70,0.02,"(9, 7)","(14, 14)",76,1,7,30,32,False
70,0.04,"(9, 7)","(14, 14)",76,1,7,30,32,False
70,0.06,"(9, 7)","(14, 14)",76,1,7,30,32,False
70,0.08,"(9, 7)","(14, 14)",249,1,7,115,120,False
70,0.1,"(9, 7)","(14, 14)",76,1,7,30,32,False
70,0.12,"(9, 7)","(14, 14)",104,1,7,40,50,False
70,0.14,"(9, 7)","(14, 14)",278,1,7,130,134,False
70,0.16,"(9, 7)","(14, 14)",252,1,7,118,120,False
70,0.18,"(9, 7)","(14, 14)",168,1,7,74,80,False
70,0.2,"(9, 7)","(14, 14)",69,1,7,25,30,False
70,0.3,"(9, 7)","(14, 14)",69,1,7,25,30,False
70,0.4,"(9, 7)","(14, 14)",76,1,7,30,32,False
70,0.5,"(9, 7)","(14, 14)",76,1,7,30,32,False
71,0.02,"(8, 22)","(14, 12)",575,2,15,270,275,False
71,0.04,"(8, 22)","(14, 12)",415,2,15,190,195,False
71,0.06,"(8, 22)","(14, 12)",1135,2,15,550,555,False
71,0.08,"(8, 22)","(14, 12)",133,2,15,50,53,False
71,0.1,"(8, 22)","(14, 12)",613,2,15,290,293,False
71,0.12,"(8, 22)","(14, 12)",519,2,15,240,249,False
71,0.14,"(8, 22)","(14, 12)",133,2,15,50,53,False
71,0.16,"(8, 22)","(14, 12)",133,2,15,50,53,False
71,0.18,"(8, 22)","(14, 12)",513,2,15,240,243,False
71,0.2,"(8, 22)","(14, 12)",635,2,15,300,305,False
71,0.3,"(8, 22)","(14, 12)",471,2,15,220,221,False
71,0.4,"(8, 22)","(14, 12)",437,2,15,200,207,False
71,0.5,"(8, 22)","(14, 12)",131,2,15,50,51,False
72,0.02,"(8, 20)","(14, 19)",163,1,4,75,80,False
72,0.04,"(8, 20)","(14, 19)",142,1,4,64,70,False
72,0.06,"(8, 20)","(14, 19)",92,1,4,40,44,False
72,0.08,"(8, 20)","(14, 19)",181,1,4,83,90,False
72,0.1,"(8, 20)","(14, 19)",56,1,4,20,28,False
72,0.12,"(8, 20)","(14, 19)",56,1,4,20,28,False
72,0.14,"(8, 20)","(14, 19)",82,1,4,34,40,False
72,0.16,"(8, 20)","(14, 19)",52,1,4,20,24,False
72,0.18,"(8, 20)","(14, 19)",68,1,4,30,30,False
72,0.2,"(8, 20)","(14, 19)",68,1,4,30,30,False
72,0.3,"(8, 20)","(14, 19)",192,1,4,90,94,False
72,0.4,"(8, 20)","(14, 19)",492,1,4,240,244,False
72,0.5,"(8, 20)","(14, 19)",405,1,4,197,200,False
73,0.02,"(8, 24)","(14, 28)",178,0,6,80,86,False
73,0.04,"(8, 24)","(14, 28)",28,0,6,6,10,False
73,0.06,"(8, 24)","(14, 28)",28,0,6,6,10,False
73,0.08,"(8, 24)","(14, 28)",200,0,6,90,98,False
73,0.1,"(8, 24)","(14, 28)",178,0,6,80,86,False
73,0.12,"(8, 24)","(14, 28)",24,0,6,2,10,False
73,0.14,"(8, 24)","(14, 28)",166,0,6,74,80,False
73,0.16,"(8, 24)","(14, 28)",88,0,6,36,40,False
73,0.18,"(8, 24)","(14, 28)",109,0,6,47,50,False
73,0.2,"(8, 24)","(14, 28)",108,0,6,46,50,False
73,0.3,"(8, 24)","(14, 28)",164,0,6,72,80,False
73,0.4,"(8, 24)","(14, 28)",110,0,6,48,50,False
73,0.5,"(8, 24)","(14, 28)",204,0,6,92,100,False
74,0.02,"(9, 5)","(15, 15)",269,3,5,129,130,False
74,0.04,"(9, 5)","(15, 15)",169,3,5,79,80,False
74,0.06,"(9, 5)","(15, 15)",126,3,5,56,60,False
74,0.08,"(9, 5)","(15, 15)",168,3,5,78,80,False
74,0.1,"(9, 5)","(15, 15)",365,3,5,175,180,False
74,0.12,"(9, 5)","(15, 15)",126,3,5,56,60,False
74,0.14,"(9, 5)","(15, 15)",144,3,5,64,70,False
74,0.16,"(9, 5)","(15, 15)",144,3,5,64,70,False
74,0.18,"(9, 5)","(15, 15)",144,3,5,64,70,False
74,0.2,"(9, 5)","(15, 15)",145,3,5,65,70,False
74,0.3,"(9, 5)","(15, 15)",130,3,5,60,60,False
74,0.4,"(9, 5)","(15, 15)",183,3,5,83,90,False
74,0.5,"(9, 5)","(15, 15)",130,3,5,60,60,False
75,0.02,"(9, 3)","(14, 20)",639,2,7,310,315,False
75,0.04,"(9, 3)","(14, 20)",659,2,7,320,325,False
75,0.06,"(9, 3)","(14, 20)",659,2,7,320,325,False
75,0.08,"(9, 3)","(14, 20)",243,2,7,110,119,False
75,0.1,"(9, 3)","(14, 20)",459,2,7,220,225,False
75,0.12,"(9, 3)","(14, 20)",1117,2,7,550,553,False
75,0.14,"(9, 3)","(14, 20)",497,2,7,240,243,False
75,0.16,"(9, 3)","(14, 20)",359,2,7,170,175,False
75,0.18,"(9, 3)","(14, 20)",659,2,7,320,325,False
75,0.2,"(9, 3)","(14, 20)",243,2,7,110,119,False
75,0.3,"(9, 3)","(14, 20)",455,2,7,220,221,False
75,0.4,"(9, 3)","(14, 20)",343,2,7,160,169,False
75,0.5,"(9, 3)","(14, 20)",1117,2,7,550,553,False
76,0.02,"(8, 11)","(14, 8)",506,3,14,238,240,False
76,0.04,"(8, 11)","(14, 8)",412,3,14,190,194,False
76,0.06,"(8, 11)","(14, 8)",412,3,14,190,194,False
76,0.08,"(8, 11)","(14, 8)",206,3,14,88,90,False
76,0.1,"(8, 11)","(14, 8)",208,3,14,90,90,False
76,0.12,"(8, 11)","(14, 8)",485,3,14,227,230,False
76,0.14,"(8, 11)","(14, 8)",140,3,14,52,60,False
76,0.16,"(8, 11)","(14, 8)",238,3,14,100,110,False
76,0.18,"(8, 11)","(14, 8)",78,3,14,20,30,False
76,0.2,"(8, 11)","(14, 8)",361,3,14,163,170,False
76,0.3,"(8, 11)","(14, 8)",420,3,14,192,200,False
76,0.4,"(8, 11)","(14, 8)",316,3,14,140,148,False
76,0.5,"(8, 11)","(14, 8)",385,3,14,177,180,False
77,0.02,"(8, 17)","(14, 15)",119,0,5,50,59,False
77,0.04,"(8, 17)","(14, 15)",119,0,5,50,59,False
77,0.06,"(8, 17)","(14, 15)",119,0,5,50,59,False
77,0.08,"(8, 17)","(14, 15)",137,0,5,60,67,False
77,0.1,"(8, 17)","(14, 15)",211,0,5,100,101,False
77,0.12,"(8, 17)","(14, 15)",131,0,5,60,61,False
77,0.14,"(8, 17)","(14, 15)",131,0,5,60,61,False
77,0.16,"(8, 17)","(14, 15)",137,0,5,60,67,False
77,0.18,"(8, 17)","(14, 15)",257,0,5,120,127,False
77,0.2,"(8, 17)","(14, 15)",1113,0,5,550,553,False
77,0.3,"(8, 17)","(14, 15)",191,0,5,90,91,False
77,0.4,"(8, 17)","(14, 15)",339,0,5,160,169,False
77,0.5,"(8, 17)","(14, 15)",273,0,5,130,133,False
78,0.02,"(8, 27)","(14, 16)",662,4,11,320,320,False
78,0.04,"(8, 27)","(14, 16)",79,4,11,27,30,False
78,0.06,"(8, 27)","(14, 16)",81,4,11,29,30,False
78,0.08,"(8, 27)","(14, 16)",132,4,11,50,60,False
78,0.1,"(8, 27)","(14, 16)",132,4,11,50,60,False
78,0.12,"(8, 27)","(14, 16)",260,4,11,118,120,False
78,0.14,"(8, 27)","(14, 16)",86,4,11,30,34,False
78,0.16,"(8, 27)","(14, 16)",130,4,11,50,58,False
78,0.18,"(8, 27)","(14, 16)",121,4,11,49,50,False
78,0.2,"(8, 27)","(14, 16)",88,4,11,30,36,False
78,0.3,"(8, 27)","(14, 16)",88,4,11,30,36,False
78,0.4,"(8, 27)","(14, 16)",690,4,11,330,338,False
78,0.5,"(8, 27)","(14, 16)",395,4,11,183,190,False
79,0.02,"(8, 26)","(14, 23)",184,3,8,80,88,False
79,0.04,"(8, 26)","(14, 23)",33,3,8,7,10,False
79,0.06,"(8, 26)","(14, 23)",68,3,8,22,30,False
79,0.08,"(8, 26)","(14, 23)",68,3,8,22,30,False
79,0.1,"(8, 26)","(14, 23)",82,3,8,30,36,False
79,0.12,"(8, 26)","(14, 23)",68,3,8,22,30,False
79,0.14,"(8, 26)","(14, 23)",68,3,8,22,30,False
79,0.16,"(8, 26)","(14, 23)",42,3,8,10,16,False
79,0.18,"(8, 26)","(14, 23)",53,3,8,17,20,False
79,0.2,"(8, 26)","(14, 23)",58,3,8,20,22,False
79,0.3,"(8, 26)","(14, 23)",124,3,8,50,58,False
79,0.4,"(8, 26)","(14, 23)",68,3,8,22,30,False
79,0.5,"(8, 26)","(14, 23)",33,3,8,7,10,False
80,0.02,"(9, 1)","(14, 23)",667,2,10,320,327,False
80,0.04,"(9, 1)","(14, 23)",421,2,10,200,201,False
80,0.06,"(9, 1)","(14, 23)",1503,2,10,740,743,False
80,0.08,"(9, 1)","(14, 23)",441,2,10,210,211,False
80,0.1,"(9, 1)","(14, 23)",1081,2,10,530,531,False
80,0.12,"(9, 1)","(14, 23)",443,2,10,210,213,False
80,0.14,"(9, 1)","(14, 23)",443,2,10,210,213,False
80,0.16,"(9, 1)","(14, 23)",601,2,10,290,291,False
80,0.18,"(9, 1)","(14, 23)",443,2,10,210,213,False
80,0.2,"(9, 1)","(14, 23)",345,2,10,160,165,False
80,0.3,"(9, 1)","(14, 23)",601,2,10,290,291,False
80,0.4,"(9, 1)","(14, 23)",321,2,10,150,151,False
80,0.5,"(9, 1)","(14, 23)",181,2,10,80,81,False
81,0.02,"(8, 13)","(13, 28)",250,1,9,112,120,False
81,0.04,"(8, 13)","(13, 28)",175,1,9,77,80,False
81,0.06,"(8, 13)","(13, 28)",266,1,9,120,128,False
81,0.08,"(8, 13)","(13, 28)",236,1,9,108,110,False
81,0.1,"(8, 13)","(13, 28)",250,1,9,112,120,False
81,0.12,"(8, 13)","(13, 28)",266,1,9,120,128,False
81,0.14,"(8, 13)","(13, 28)",250,1,9,112,120,False
81,0.16,"(8, 13)","(13, 28)",200,1,9,90,92,False
81,0.18,"(8, 13)","(13, 28)",168,1,9,70,80,False
81,0.2,"(8, 13)","(13, 28)",213,1,9,95,100,False
81,0.3,"(8, 13)","(13, 28)",168,1,9,70,80,False
81,0.4,"(8, 13)","(13, 28)",200,1,9,90,92,False
81,0.5,"(8, 13)","(13, 28)",266,1,9,120,128,False
82,0.02,"(9, 4)","(14, 28)",163,1,7,70,79,False
82,0.04,"(9, 4)","(14, 28)",355,1,7,170,171,False
82,0.06,"(9, 4)","(14, 28)",161,1,7,70,77,False
82,0.08,"(9, 4)","(14, 28)",435,1,7,210,211,False
82,0.1,"(9, 4)","(14, 28)",277,1,7,130,133,False
82,0.12,"(9, 4)","(14, 28)",595,1,7,290,291,False
82,0.14,"(9, 4)","(14, 28)",2217,1,7,1100,1103,False
82,0.16,"(9, 4)","(14, 28)",457,1,7,220,223,False
82,0.18,"(9, 4)","(14, 28)",597,1,7,290,293,False
82,0.2,"(9, 4)","(14, 28)",797,1,7,390,393,False
82,0.3,"(9, 4)","(14, 28)",1739,1,7,860,865,False
82,0.4,"(9, 4)","(14, 28)",115,1,7,50,51,False
82,0.5,"(9, 4)","(14, 28)",135,1,7,60,61,False
83,0.02,"(8, 24)","(14, 21)",194,2,11,82,90,False
83,0.04,"(8, 24)","(14, 21)",58,2,11,16,20,False
83,0.06,"(8, 24)","(14, 21)",54,2,11,12,20,False
83,0.08,"(8, 24)","(14, 21)",54,2,11,12,20,False
83,0.1,"(8, 24)","(14, 21)",54,2,11,12,20,False
83,0.12,"(8, 24)","(14, 21)",242,2,11,110,110,False
83,0.14,"(8, 24)","(14, 21)",572,2,11,270,280,False
83,0.16,"(8, 24)","(14, 21)",262,2,11,120,120,False
83,0.18,"(8, 24)","(14, 21)",726,2,11,350,354,False
83,0.2,"(8, 24)","(14, 21)",284,2,11,130,132,False
83,0.3,"(8, 24)","(14, 21)",54,2,11,12,20,False
83,0.4,"(8, 24)","(14, 21)",54,2,11,12,20,False
83,0.5,"(8, 24)","(14, 21)",54,2,11,12,20,False
84,0.02,"(8, 25)","(14, 11)",277,2,7,130,133,False
84,0.04,"(8, 25)","(14, 11)",277,2,7,130,133,False
84,0.06,"(8, 25)","(14, 11)",255,2,7,120,121,False
84,0.08,"(8, 25)","(14, 11)",183,2,7,80,89,False
84,0.1,"(8, 25)","(14, 11)",183,2,7,80,89,False
84,0.12,"(8, 25)","(14, 11)",337,2,7,160,163,False
84,0.14,"(8, 25)","(14, 11)",221,2,7,100,107,False
84,0.16,"(8, 25)","(14, 11)",137,2,7,60,63,False
84,0.18,"(8, 25)","(14, 11)",157,2,7,70,73,False
84,0.2,"(8, 25)","(14, 11)",277,2,7,130,133,False
84,0.3,"(8, 25)","(14, 11)",775,2,7,380,381,False
84,0.4,"(8, 25)","(14, 11)",255,2,7,120,121,False
84,0.5,"(8, 25)","(14, 11)",157,2,7,70,73,False
85,0.02,"(8, 14)","(14, 16)",1341,1,6,660,669,False
85,0.04,"(8, 14)","(14, 16)",761,1,6,370,379,False
85,0.06,"(8, 14)","(14, 16)",381,1,6,180,189,False
85,0.08,"(8, 14)","(14, 16)",559,1,6,270,277,False
85,0.1,"(8, 14)","(14, 16)",119,1,6,50,57,False
85,0.12,"(8, 14)","(14, 16)",119,1,6,50,57,False
85,0.14,"(8, 14)","(14, 16)",119,1,6,50,57,False
85,0.16,"(8, 14)","(14, 16)",119,1,6,50,57,False
85,0.18,"(8, 14)","(14, 16)",119,1,6,50,57,False
85,0.2,"(8, 14)","(14, 16)",53,1,6,20,21,False
85,0.3,"(8, 14)","(14, 16)",53,1,6,20,21,False
85,0.4,"(8, 14)","(14, 16)",53,1,6,20,21,False
85,0.5,"(8, 14)","(14, 16)",53,1,6,20,21,False
86,0.02,"(8, 15)","(14, 15)",235,1,6,110,113,False
86,0.04,"(8, 15)","(14, 15)",257,1,6,120,125,False
86,0.06,"(8, 15)","(14, 15)",399,1,6,190,197,False
86,0.08,"(8, 15)","(14, 15)",57,1,6,20,25,False
86,0.1,"(8, 15)","(14, 15)",301,1,6,140,149,False
86,0.12,"(8, 15)","(14, 15)",235,1,6,110,113,False
86,0.14,"(8, 15)","(14, 15)",179,1,6,80,87,False
86,0.16,"(8, 15)","(14, 15)",179,1,6,80,87,False
86,0.18,"(8, 15)","(14, 15)",201,1,6,90,99,False
86,0.2,"(8, 15)","(14, 15)",257,1,6,120,125,False
86,0.3,"(8, 15)","(14, 15)",179,1,6,80,87,False
86,0.4,"(8, 15)","(14, 15)",135,1,6,60,63,False
86,0.5,"(8, 15)","(14, 15)",235,1,6,110,113,False
87,0.02,"(8, 19)","(14, 12)",411,1,5,200,201,False
87,0.04,"(8, 19)","(14, 12)",291,1,5,140,141,False
87,0.06,"(8, 19)","(14, 12)",151,1,5,70,71,False
87,0.08,"(8, 19)","(14, 12)",71,1,5,30,31,False
87,0.1,"(8, 19)","(14, 12)",91,1,5,40,41,False
87,0.12,"(8, 19)","(14, 12)",115,1,5,50,55,False
87,0.14,"(8, 19)","(14, 12)",497,1,5,240,247,False
87,0.16,"(8, 19)","(14, 12)",633,1,5,310,313,False
87,0.18,"(8, 19)","(14, 12)",271,1,5,130,131,False
87,0.2,"(8, 19)","(14, 12)",151,1,5,70,71,False
87,0.3,"(8, 19)","(14, 12)",151,1,5,70,71,False
87,0.4,"(8, 19)","(14, 12)",199,1,5,90,99,False
87,0.5,"(8, 19)","(14, 12)",53,1,5,20,23,False
88,0.02,"(8, 26)","(14, 17)",743,1,11,360,361,False
88,0.04,"(8, 26)","(14, 17)",447,1,11,210,215,False
88,0.06,"(8, 26)","(14, 17)",629,1,11,300,307,False
88,0.08,"(8, 26)","(14, 17)",883,1,11,430,431,False
88,0.1,"(8, 26)","(14, 17)",829,1,11,400,407,False
88,0.12,"(8, 26)","(14, 17)",443,1,11,210,211,False
88,0.14,"(8, 26)","(14, 17)",611,1,11,290,299,False
88,0.16,"(8, 26)","(14, 17)",683,1,11,330,331,False
88,0.18,"(8, 26)","(14, 17)",649,1,11,310,317,False
88,0.2,"(8, 26)","(14, 17)",287,1,11,130,135,False
88,0.3,"(8, 26)","(14, 17)",743,1,11,360,361,False
88,0.4,"(8, 26)","(14, 17)",529,1,11,250,257,False
88,0.5,"(8, 26)","(14, 17)",1907,1,11,940,945,False
89,0.02,"(8, 16)","(14, 1)",685,1,11,330,333,False
89,0.04,"(8, 16)","(14, 1)",263,1,11,120,121,False
89,0.06,"(8, 16)","(14, 1)",263,1,11,120,121,False
89,0.08,"(8, 16)","(14, 1)",887,1,11,430,435,False
89,0.1,"(8, 16)","(14, 1)",263,1,11,120,121,False
89,0.12,"(8, 16)","(14, 1)",205,1,11,90,93,False
89,0.14,"(8, 16)","(14, 1)",1183,1,11,580,581,False
89,0.16,"(8, 16)","(14, 1)",263,1,11,120,121,False
89,0.18,"(8, 16)","(14, 1)",943,1,11,460,461,False
89,0.2,"(8, 16)","(14, 1)",543,1,11,260,261,False
89,0.3,"(8, 16)","(14, 1)",265,1,11,120,123,False
89,0.4,"(8, 16)","(14, 1)",265,1,11,120,123,False
89,0.5,"(8, 16)","(14, 1)",927,1,11,450,455,False
90,0.02,"(8, 26)","(14, 18)",399,4,29,170,171,False
90,0.04,"(8, 26)","(14, 18)",403,4,29,170,175,False
90,0.06,"(8, 26)","(14, 18)",363,4,29,150,155,False
90,0.08,"(8, 26)","(14, 18)",399,4,29,170,171,False
90,0.1,"(8, 26)","(14, 18)",185,4,29,60,67,False
90,0.12,"(8, 26)","(14, 18)",665,4,29,300,307,False
90,0.14,"(8, 26)","(14, 18)",159,4,29,50,51,False
90,0.16,"(8, 26)","(14, 18)",159,4,29,50,51,False
90,0.18,"(8, 26)","(14, 18)",383,4,29,160,165,False
90,0.2,"(8, 26)","(14, 18)",685,4,29,310,317,False
90,0.3,"(8, 26)","(14, 18)",505,4,29,220,227,False
90,0.4,"(8, 26)","(14, 18)",665,4,29,300,307,False
90,0.5,"(8, 26)","(14, 18)",821,4,29,380,383,False
91,0.02,"(8, 26)","(14, 16)",254,2,8,118,120,False
91,0.04,"(8, 26)","(14, 16)",69,2,8,23,30,False
91,0.06,"(8, 26)","(14, 16)",69,2,8,23,30,False
91,0.08,"(8, 26)","(14, 16)",69,2,8,23,30,False
91,0.1,"(8, 26)","(14, 16)",69,2,8,23,30,False
91,0.12,"(8, 26)","(14, 16)",69,2,8,23,30,False
91,0.14,"(8, 26)","(14, 16)",48,2,8,12,20,False
91,0.16,"(8, 26)","(14, 16)",48,2,8,12,20,False
91,0.18,"(8, 26)","(14, 16)",269,2,8,123,130,False
91,0.2,"(8, 26)","(14, 16)",198,2,8,90,92,False
91,0.3,"(8, 26)","(14, 16)",384,2,8,180,188,False
91,0.4,"(8, 26)","(14, 16)",174,2,8,78,80,False
91,0.5,"(8, 26)","(14, 16)",816,2,8,400,400,False
92,0.02,"(8, 22)","(14, 20)",364,4,20,160,164,False
92,0.04,"(8, 22)","(14, 20)",439,4,20,199,200,False
92,0.06,"(8, 22)","(14, 20)",173,4,20,63,70,False
92,0.08,"(8, 22)","(14, 20)",139,4,20,49,50,False
92,0.1,"(8, 22)","(14, 20)",439,4,20,199,200,False
92,0.12,"(8, 22)","(14, 20)",324,4,20,140,144,False
92,0.14,"(8, 22)","(14, 20)",372,4,20,162,170,False
92,0.16,"(8, 22)","(14, 20)",139,4,20,49,50,False
92,0.18,"(8, 22)","(14, 20)",157,4,20,57,60,False
92,0.2,"(8, 22)","(14, 20)",128,4,20,40,48,False
92,0.3,"(8, 22)","(14, 20)",128,4,20,40,48,False
92,0.4,"(8, 22)","(14, 20)",139,4,20,49,50,False
92,0.5,"(8, 22)","(14, 20)",546,4,20,250,256,False
93,0.02,"(8, 22)","(14, 21)",351,1,5,170,171,False
93,0.04,"(8, 22)","(14, 21)",351,1,5,170,171,False
93,0.06,"(8, 22)","(14, 21)",531,1,5,260,261,False
93,0.08,"(8, 22)","(14, 21)",213,1,5,100,103,False
93,0.1,"(8, 22)","(14, 21)",191,1,5,90,91,False
93,0.12,"(8, 22)","(14, 21)",213,1,5,100,103,False
93,0.14,"(8, 22)","(14, 21)",191,1,5,90,91,False
93,0.16,"(8, 22)","(14, 21)",213,1,5,100,103,False
93,0.18,"(8, 22)","(14, 21)",233,1,5,110,113,False
93,0.2,"(8, 22)","(14, 21)",431,1,5,210,211,False
93,0.3,"(8, 22)","(14, 21)",233,1,5,110,113,False
93,0.4,"(8, 22)","(14, 21)",471,1,5,230,231,False
93,0.5,"(8, 22)","(14, 21)",133,1,5,60,63,False
94,0.02,"(9, 2)","(15, 1)",481,2,6,230,239,False
94,0.04,"(9, 2)","(15, 1)",1079,2,6,530,537,False
94,0.06,"(9, 2)","(15, 1)",217,2,6,100,105,False
94,0.08,"(9, 2)","(15, 1)",297,2,6,140,145,False
94,0.1,"(9, 2)","(15, 1)",353,2,6,170,171,False
94,0.12,"(9, 2)","(15, 1)",233,2,6,110,111,False
94,0.14,"(9, 2)","(15, 1)",173,2,6,80,81,False
94,0.16,"(9, 2)","(15, 1)",333,2,6,160,161,False
94,0.18,"(9, 2)","(15, 1)",313,2,6,150,151,False
94,0.2,"(9, 2)","(15, 1)",297,2,6,140,145,False
94,0.3,"(9, 2)","(15, 1)",313,2,6,150,151,False
94,0.4,"(9, 2)","(15, 1)",173,2,6,80,81,False
94,0.5,"(9, 2)","(15, 1)",75,2,6,30,33,False
95,0.02,"(9, 7)","(14, 27)",323,2,8,150,157,False
95,0.04,"(9, 7)","(14, 27)",161,2,8,70,75,False
95,0.06,"(9, 7)","(14, 27)",323,2,8,150,157,False
95,0.08,"(9, 7)","(14, 27)",323,2,8,150,157,False
95,0.1,"(9, 7)","(14, 27)",241,2,8,110,115,False
95,0.12,"(9, 7)","(14, 27)",323,2,8,150,157,False
95,0.14,"(9, 7)","(14, 27)",597,2,8,290,291,False
95,0.16,"(9, 7)","(14, 27)",137,2,8,60,61,False
95,0.18,"(9, 7)","(14, 27)",297,2,8,140,141,False
95,0.2,"(9, 7)","(14, 27)",137,2,8,60,61,False
95,0.3,"(9, 7)","(14, 27)",323,2,8,150,157,False
95,0.4,"(9, 7)","(14, 27)",665,2,8,320,329,False
95,0.5,"(9, 7)","(14, 27)",241,2,8,110,115,False
96,0.02,"(8, 21)","(14, 10)",695,3,7,340,341,False
96,0.04,"(8, 21)","(14, 10)",179,3,7,80,85,False
96,0.06,"(8, 21)","(14, 10)",315,3,7,150,151,False
96,0.08,"(8, 21)","(14, 10)",259,3,7,120,125,False
96,0.1,"(8, 21)","(14, 10)",175,3,7,80,81,False
96,0.12,"(8, 21)","(14, 10)",83,3,7,30,39,False
96,0.14,"(8, 21)","(14, 10)",335,3,7,160,161,False
96,0.16,"(8, 21)","(14, 10)",195,3,7,90,91,False
96,0.18,"(8, 21)","(14, 10)",97,3,7,40,43,False
96,0.2,"(8, 21)","(14, 10)",135,3,7,60,61,False
96,0.3,"(8, 21)","(14, 10)",197,3,7,90,93,False
96,0.4,"(8, 21)","(14, 10)",281,3,7,130,137,False
